,target
1536,-0.024202175
1537,0.14177674
1538,-0.04884662
1539,-0.01766964
1540,-0.026923826
1541,0.00080600264
1542,-0.035171777
1543,-0.06706716
1544,-0.057700247
1545,-0.060209952
1546,0.13131705
1547,-0.05416418
1548,-0.055314504
1549,-0.0058204234
1550,-0.032847222
1551,-0.054807607
1552,-0.033436157
1553,-0.0407449
1554,0.16682592
1555,-0.03746711
1556,-0.027505051
1557,-0.018625606
1558,0.13202421
1559,-0.05358862
1560,-0.08307136
1561,-0.032836016
1562,0.15397994
1563,0.153561
1564,0.14729396
1565,0.12908186
1566,0.0045011775
1567,-0.017219571
1568,-0.042788338
1569,-0.046036363
1570,0.018360764
1571,-0.07699204
1572,-0.050900266
1573,0.03563317
1574,0.17478146
1575,0.16535941
1576,-0.0041333744
1577,0.0032448114
1578,-0.065474175
1579,-0.005158384
1580,-0.030015323
1581,-0.061987743
1582,-0.029597037
1583,-0.06370808
1584,0.038083
1585,-0.0074596815
1586,0.012739284
1587,-0.023866413
1588,-0.05024562
1589,0.15666378
1590,-0.03198051
1591,0.14242384
1592,0.13189098
1593,-0.026893508
1594,-0.0034750334
1595,0.19701202
1596,-0.025944231
1597,-0.037926685
1598,0.0033976517
1599,0.005968132
1600,0.062584
1601,-0.0034835692
1602,0.08690242
1603,-0.030902086
1604,-0.030756354
1605,-0.03571064
1606,-0.040565077
1607,-0.021389619
1608,-0.035612814
1609,0.027208047
1610,-0.016034096
1611,0.17211908
1612,0.0065589407
1613,0.016980033
1614,0.13472885
1615,-0.030645037
1616,-0.06296969
1617,-0.04272484
1618,-0.02964753
1619,-0.05546226
1620,-0.05472389
1621,-0.046036363
1622,0.012739284
1623,-0.034216292
1624,0.1690131
1625,-0.0043773567
1626,-0.04205761
1627,-0.011660217
1628,-0.01856149
1629,-0.0332169
1630,-0.028605497
1631,-0.042147618
1632,-0.05816855
1633,0.026351565
1634,-0.04715425
1635,0.16005386
1636,-0.047084346
1637,0.13272277
1638,-0.01564077
1639,0.001765583
1640,-0.03515242
1641,-0.036531035
1642,-0.057867628
1643,-0.0341626
1644,-0.05696568
1645,-0.054381665
1646,-0.026073378
1647,0.002314373
1648,-0.046275385
1649,0.17251174
1650,-0.034209535
1651,0.0066801384
1652,-0.016701518
1653,-0.03654511
1654,0.13494365
1655,-0.065449424
1656,-0.059564877
1657,-0.041065183
1658,-0.012780682
1659,-0.03079472
1660,0.12530805
1661,-0.024996
1662,-0.015935162
1663,-0.043121625
1664,0.039405406
1665,-0.028565856
1666,-0.020543978
1667,-0.055988867
1668,-0.023933316
1669,0.1449558
1670,-0.029081548
1671,-0.1026709
1672,0.14104311
1673,-0.036567945
1674,0.006763147
1675,-0.033322353
1676,-0.058976892
1677,-0.025922196
1678,0.12728561
1679,-0.04204769
1680,-0.05952668
1681,0.013708392
1682,-0.051819723
1683,-0.017769566
1684,0.15699853
1685,-0.031085763
1686,-0.031385947
1687,0.10838024
1688,-0.031544898
1689,0.012739284
1690,-0.042519007
1691,-0.019944893
1692,-0.015507882
1693,-0.040220946
1694,-0.043905597
1695,0.16376726
1696,-0.04994966
1697,-0.056122534
1698,-0.048141062
1699,-0.053539723
1700,-0.035171777
1701,-0.07600859
1702,0.15850966
1703,0.18987152
1704,0.15927187
1705,0.056808285
1706,-0.058300283
1707,-0.03723571
1708,-0.0259709
1709,-0.07694451
1710,-0.02151028
1711,-0.039464835
1712,0.15899403
1713,-0.03198051
1714,-0.019095654
1715,-0.08723213
1716,-0.047884498
1717,-0.031047478
1718,0.012739284
1719,0.14338215
1720,-0.022304138
1721,0.0031645785
1722,-0.065636076
1723,-0.02646466
1724,-0.041266825
1725,-0.019880105
1726,0.04767056
1727,-0.022304138
1728,-0.021870332
1729,-0.0030137978
1730,-0.02251197
1731,-0.009747137
1732,-0.040685643
1733,-0.026441801
1734,0.014751797
1735,-0.003510549
1736,-0.01539951
1737,-0.042504556
1738,0.14245977
1739,0.13401076
1740,-0.029804477
1741,0.13161804
1742,0.12787455
1743,0.018167775
1744,-0.011487154
1745,-0.050952166
1746,0.026299153
1747,-0.029206207
1748,-0.04396094
1749,-0.024280572
1750,0.012739284
1751,-0.061855096
1752,-0.019944893
1753,-0.026723124
1754,-0.036042992
1755,-0.04721849
1756,0.03563317
1757,-0.033733062
1758,-0.046036363
1759,-0.0061415317
1760,-0.031623144
1761,-0.040685643
1762,-0.05398676
1763,-0.021416359
1764,-0.05398676
1765,-0.056339912
1766,0.14208207
1767,-0.024153357
1768,-0.02385131
1769,-0.07051064
1770,-0.038867887
1771,-0.021208944
1772,-0.016688438
1773,-0.02790381
1774,-0.027131163
1775,-0.040685643
1776,0.023653189
1777,-0.05483952
1778,-0.028496265
1779,-0.04197719
1780,0.0051471456
1781,-0.056962524
1782,-0.0672784
1783,0.03563317
1784,-0.05351265
1785,-0.07039963
1786,-0.04006023
1787,-0.014219029
1788,-0.005158384
1789,-0.035044182
1790,0.012739284
1791,-0.03195837
1792,-0.04440783
1793,-0.038655825
1794,-0.036531035
1795,-0.02819806
1796,-0.0064803986
1797,-0.04961049
1798,-0.07146434
1799,-0.053211614
1800,0.14558959
1801,-0.062237322
1802,-0.043560885
1803,-0.024866551
1804,-0.0426515
1805,-0.023146015
1806,0.1746404
1807,0.1396294
1808,-0.023793047
1809,-0.040685643
1810,-0.0766682
1811,-0.051026996
1812,-0.049180634
1813,0.0024802731
1814,-0.006621868
1815,0.012739284
1816,-0.011487154
1817,0.11217483
1818,0.0058234106
1819,-0.037609506
1820,-0.06209203
1821,-0.03059979
1822,-0.061382215
1823,-0.040685643
1824,-0.046622857
1825,0.008054711
1826,-0.037439328
1827,-0.052061744
1828,-0.06922749
1829,0.009331189
1830,-0.037676755
1831,-0.048141062
1832,0.14141801
1833,-0.034190387
1834,-0.034721587
1835,-0.016966082
1836,-0.05716734
1837,-0.029737208
1838,-0.037242796
1839,-0.049547046
1840,-0.05718877
1841,-0.021542052
1842,-0.044319093
1843,-0.07640478
1844,-0.08406325
1845,-0.06640103
1846,-0.052862998
1847,-0.010328991
1848,-0.051934704
1849,0.12195888
1850,0.14729396
1851,0.10628629
1852,-0.0270699
1853,-0.040685643
1854,0.16658634
1855,-0.06052389
1856,-0.04794136
1857,0.16650683
1858,0.15399098
1859,-0.017796256
1860,0.18061806
1861,0.1162405
1862,-0.0348361
1863,0.17051779
1864,-0.008319096
1865,-0.053079654
1866,-0.031117141
1867,-0.06679759
1868,0.014728438
1869,0.14137706
1870,-0.01909741
1871,0.1347488
1872,-0.016712911
1873,-0.00711537
1874,-0.029324058
1875,-0.003068291
1876,-0.039112546
1877,-0.01819865
1878,-0.056354925
1879,0.15209332
1880,-0.019352872
1881,-0.007564883
1882,-0.031523887
1883,-0.038470834
1884,0.0014606306
1885,-0.023791008
1886,-0.053262405
1887,0.17420939
1888,-0.046036363
1889,-0.052800853
1890,-0.023443986
1891,0.010960983
1892,-0.0074596815
1893,0.15433916
1894,0.0045011775
1895,0.17676216
1896,0.14212866
1897,-0.053005263
1898,0.12735409
1899,0.16579694
1900,-0.008750116
1901,0.017714154
1902,-0.022923607
1903,-0.037719
1904,0.0054947115
1905,-0.07737109
1906,-0.01523773
1907,-0.024239585
1908,-0.007254125
1909,-0.04822095
1910,-0.046013843
1911,-0.025922196
1912,-0.012793365
1913,-0.021542052
1914,0.114590526
1915,-0.04460038
1916,-0.013119665
1917,-0.027052673
1918,-0.023146462
1919,-0.007550903
1920,0.007492926
1921,-0.0643902
1922,-0.032205854
1923,0.012739284
1924,0.14917517
1925,0.1574198
1926,0.04786912
1927,-0.02990282
1928,0.0071127457
1929,-0.028040009
1930,-0.043311886
1931,-0.0016922991
1932,0.026900835
1933,-0.06474967
1934,-0.09126223
1935,-0.03380153
1936,-0.02085391
1937,-0.04642516
1938,-0.0341626
1939,-0.047189634
1940,-0.070040196
1941,-0.055798255
1942,0.15130444
1943,0.14690927
1944,-0.046783373
1945,-0.04830621
1946,-0.06824134
1947,-0.062894166
1948,0.017203327
1949,-0.015433947
1950,-0.07152851
1951,0.03555113
1952,-0.032650646
1953,-0.033560645
1954,-0.046986777
1955,0.14807127
1956,-0.052450478
1957,-0.0317178
1958,-0.038164165
1959,0.16769007
1960,0.16466786
1961,-0.037640058
1962,0.18934454
1963,-0.055328276
1964,-0.063819684
1965,0.04030683
1966,0.012739284
1967,-0.05900284
1968,-0.07183574
1969,-0.033461243
1970,-0.032654498
1971,-0.036960833
1972,-0.09810839
1973,-0.052765347
1974,-0.031901713
1975,-0.049292274
1976,0.03717743
1977,-0.05252309
1978,-0.07535209
1979,0.16249269
1980,0.18151173
1981,-0.025949795
1982,-0.021035334
1983,0.0070752646
1984,-0.023342311
1985,-0.01731998
1986,0.012739284
1987,-0.0038381827
1988,-0.070969135
1989,0.03555113
1990,-0.030472266
1991,-0.033902552
1992,-0.038877945
1993,0.1535896
1994,0.14024718
1995,-0.010448495
1996,-0.06313211
1997,-0.040685643
1998,0.016821623
1999,-0.065854795
2000,-0.040685643
2001,-0.04815851
2002,0.0021722193
2003,0.18482405
2004,0.15927768
2005,0.0045011775
2006,-0.007254125
2007,-0.00641413
2008,-0.049945265
2009,-0.049509443
2010,-0.062926285
2011,0.1743387
2012,-0.017761745
2013,-0.06984493
2014,0.14545625
2015,-0.06373387
2016,0.13715705
2017,0.15923809
2018,0.016243787
2019,-0.051734142
2020,-0.05020466
2021,-0.03131726
2022,-0.06502385
2023,0.122084655
2024,-0.034795288
2025,0.046481747
2026,0.13754587
2027,0.0069785654
2028,-0.048141062
2029,-0.036326457
2030,-0.016806776
2031,0.0024802731
2032,0.0058234106
2033,-0.0012049676
2034,0.043449514
2035,-0.029493142
2036,0.14579597
2037,-0.01817555
2038,-0.05398676
2039,0.045056254
2040,0.013499368
2041,0.13738215
2042,-0.012140726
2043,-0.0341626
2044,-0.028727759
2045,-0.02585621
2046,-0.043369588
2047,0.045056254
2048,-0.001926328
2049,-0.0014789073
2050,0.0136602195
2051,-0.04363908
2052,0.033335023
2053,0.018175151
2054,0.020870551
2055,-0.041435312
2056,-0.039830767
2057,-0.046391882
2058,-0.0036519684
2059,-0.03580938
2060,-0.04048116
2061,-0.062315818
2062,-0.015306419
2063,0.043449514
2064,-0.01970354
2065,-0.038470834
2066,-0.07389412
2067,-0.071519025
2068,-0.020390652
2069,-0.05743011
2070,-0.10012323
2071,-0.027464326
2072,0.03563317
2073,-0.028040009
2074,-0.014187603
2075,-0.021769319
2076,-0.0073501603
2077,0.0065521766
2078,-0.03834982
2079,-0.053407088
2080,-0.025709808
2081,-0.058999643
2082,-0.039726377
2083,-0.06006836
2084,-0.048556715
2085,-0.03270963
2086,0.141766
2087,-0.02331393
2088,0.14218558
2089,0.18523909
2090,0.015166875
2091,-0.040685643
2092,0.14247589
2093,-0.07397853
2094,0.14452669
2095,-0.012606892
2096,-0.06130387
2097,-0.09346194
2098,-0.0073501603
2099,-0.023700994
2100,0.045056254
2101,0.016243787
2102,0.020827355
2103,0.13674465
2104,-0.024646316
2105,-0.03912544
2106,-0.04632273
2107,-0.011660217
2108,-0.037376273
2109,-0.010448495
2110,-0.059787896
2111,-0.0030137978
2112,-0.025373882
2113,-0.015796475
2114,0.12114335
2115,-0.0093644485
2116,-0.001296659
2117,-0.029717462
2118,-0.032848813
2119,-0.045172986
2120,-0.04715004
2121,0.0073158676
2122,-0.057807542
2123,-0.014198075
2124,-0.006017282
2125,-0.036293227
2126,-0.040685643
2127,-0.048776586
2128,-0.028884241
2129,-0.043491084
2130,0.0065589407
2131,-0.017089894
2132,0.10773595
2133,0.16643715
2134,-0.058852453
2135,-0.040779322
2136,0.023943365
2137,-0.024455024
2138,0.13131936
2139,0.102116495
2140,-0.056141235
2141,-0.053326078
2142,-0.028645994
2143,-0.05804999
2144,-0.051958643
2145,0.012739284
2146,-0.041650523
2147,-0.0077354675
2148,-0.040806696
2149,-0.048932426
2150,-0.007318656
2151,0.045709483
2152,-0.0485942
2153,-0.011747924
2154,-0.07182977
2155,-0.062743396
2156,0.1708753
2157,-0.034514744
2158,-0.08847963
2159,0.00493758
2160,-0.009969874
2161,-0.047468383
2162,-0.031020481
2163,-0.040685643
2164,-0.04442283
2165,0.14558007
2166,-0.043958735
2167,-0.015591964
2168,0.045056254
2169,-0.052589197
2170,-0.06470712
2171,-0.016806776
2172,0.04751285
2173,-0.0029957565
2174,-0.01014602
2175,-0.0005677569
2176,-0.022304138
2177,0.012739284
2178,-0.024760328
2179,0.14418001
2180,-0.031039523
2181,0.20219769
2182,-0.04975508
2183,-0.05900115
2184,-0.050499413
2185,-0.014857264
2186,-0.019544484
2187,-0.031596698
2188,-0.046283253
2189,-0.03527798
2190,-0.040685643
2191,0.13481617
2192,-0.05834967
2193,-0.031834077
2194,-0.030000549
2195,-0.03365458
2196,0.04805503
2197,-0.039830767
2198,-0.022400307
2199,0.114364505
2200,-0.009747137
2201,-0.04846529
2202,-0.047651462
2203,0.003723491
2204,0.16471884
2205,0.04786912
2206,0.15975654
2207,0.16895941
2208,0.006526404
2209,-0.031238155
2210,-0.029702136
2211,-0.022185741
2212,-0.040685643
2213,-0.077669986
2214,0.006650525
2215,-0.04642516
2216,-0.009768167
2217,-0.04467272
2218,0.10382383
2219,0.15071109
2220,-0.049801186
2221,-0.06634645
2222,0.042618256
2223,-0.062028393
2224,-0.043855574
2225,-0.05220219
2226,-0.0005073805
2227,-0.05272918
2228,0.04030683
2229,0.022879437
2230,0.0038460286
2231,0.1365339
2232,0.18451524
2233,-0.05889423
2234,-0.0582366
2235,-0.07297497
2236,0.1503189
2237,0.13719614
2238,0.15062416
2239,-0.051440474
2240,0.17037602
2241,-0.037376273
2242,-0.0270258
2243,-0.025357805
2244,-0.028444398
2245,-0.058286864
2246,0.18047887
2247,0.0035785914
2248,-0.04579315
2249,-0.06839475
2250,0.018175151
2251,-0.049143057
2252,0.015164228
2253,-0.03248001
2254,-0.05746428
2255,0.018488433
2256,-0.035036966
2257,-0.046036363
2258,-0.019880105
2259,-0.040685643
2260,0.011741733
2261,-0.06391234
2262,-0.10674383
2263,0.0062610847
2264,-0.0259709
2265,-0.05745917
2266,-0.056112766
2267,0.17935105
2268,-0.043209903
2269,-0.07661208
2270,-0.025179105
2271,-0.0138716325
2272,-0.061803404
2273,0.13307324
2274,-0.069205604
2275,0.016350387
2276,-0.040685643
2277,-0.03834985
2278,-0.06917796
2279,-0.06727338
2280,0.1395193
2281,-0.023410644
2282,0.13649057
2283,0.14776649
2284,-0.061672457
2285,-0.028605497
2286,-0.040116485
2287,-0.08298966
2288,-0.0012007344
2289,-0.0030137978
2290,0.18105637
2291,-0.040685643
2292,-0.019831885
2293,-0.06544716
2294,0.14588962
2295,-0.051124997
2296,-0.002619337
2297,-0.019374415
2298,-0.020744368
2299,0.16466786
2300,0.14428988
2301,-0.11039582
2302,-0.02151028
2303,0.030892003
2304,-0.04742049
2305,-0.016132547
2306,0.001315505
2307,-0.040685643
2308,0.14271083
2309,-0.03800956
2310,-0.031976018
2311,-0.033075944
2312,-0.0004132289
2313,-0.030842569
2314,-0.04642685
2315,-0.038238697
2316,-0.040685643
2317,-0.0605418
2318,-0.014030812
2319,-0.051224988
2320,0.021966083
2321,-0.0019948916
2322,-0.019262224
2323,-0.06343817
2324,-0.061426807
2325,0.012739284
2326,-0.046036363
2327,-0.04307812
2328,-0.049278874
2329,-0.016496915
2330,0.11711979
2331,-0.019095654
2332,0.15983301
2333,-0.037652917
2334,-0.03907128
2335,0.124247715
2336,-0.011264532
2337,-0.020697158
2338,-0.05867723
2339,0.14097518
2340,0.04621609
2341,0.19339418
2342,-0.053509314
2343,-0.043739032
2344,0.15422983
2345,0.02074923
2346,0.14729396
2347,-0.009626249
2348,0.04751285
2349,-0.052780822
2350,-0.053894974
2351,-0.009931324
2352,-0.01014602
2353,-0.06332921
2354,-0.051174644
2355,-0.06327644
2356,-0.015728785
2357,0.02360975
2358,-0.009969874
2359,-0.060080837
2360,0.017827254
2361,0.018488433
2362,0.018488433
2363,-0.053246643
2364,-0.07090458
2365,-0.035380054
2366,-0.0125384
2367,-0.053637993
2368,-0.03452166
2369,-0.03130718
2370,-0.015591964
2371,-0.003732691
2372,-0.027444081
2373,-0.026299989
2374,-0.04698865
2375,-0.06963185
2376,0.1458552
2377,-0.02862354
2378,-0.025459254
2379,0.18285356
2380,0.00090273307
2381,-0.022074087
2382,0.15521131
2383,0.008160935
2384,-0.055907827
2385,-0.02581799
2386,-0.037503563
2387,-0.031263053
2388,0.1695987
2389,-0.006146431
2390,-0.052119195
2391,-0.033336498
2392,-0.030388504
2393,-0.022907466
2394,-0.08479358
2395,0.037508164
2396,-0.039342184
2397,0.17145862
2398,0.024822582
2399,-0.040685643
2400,-0.06551055
2401,0.006763147
2402,0.004442123
2403,0.14352031
2404,0.16473204
2405,-0.017929362
2406,-0.054121047
2407,-0.054751605
2408,-0.10223042
2409,-0.021714695
2410,0.1645136
2411,0.107902765
2412,0.0038687098
2413,-0.033019956
2414,-0.025557743
2415,-0.02159805
2416,-0.05155421
2417,-0.050860632
2418,0.0065589407
2419,-0.05058297
2420,0.13939774
2421,0.1590112
2422,-0.07546513
2423,0.12608773
2424,0.001315505
2425,-0.040524665
2426,0.16931704
2427,0.0034307677
2428,0.11865602
2429,-0.04852724
2430,-0.054311544
2431,-0.09437526
2432,-0.0680185
2433,-0.066377796
2434,-0.05540865
2435,-0.018534934
2436,-0.098411925
2437,-0.060899127
2438,-0.060709056
2439,0.12953776
2440,-0.038680643
2441,-0.023387471
2442,0.16907059
2443,-0.061225496
2444,0.044270806
2445,-0.066856675
2446,-0.06522618
2447,-0.030373236
2448,0.043200966
2449,-0.08300209
2450,-0.058098387
2451,0.18086761
2452,-0.05160182
2453,0.14408068
2454,-0.028360799
2455,-0.05856024
2456,-0.01306369
2457,0.04939796
2458,-0.05754128
2459,-0.06698124
2460,-0.05713778
2461,-0.046220925
2462,-0.040881846
2463,-0.06185399
2464,-0.049039256
2465,0.00019675276
2466,-0.026893508
2467,-0.030680351
2468,0.14926569
2469,0.04809891
2470,-0.03456479
2471,0.14729396
2472,-0.049914952
2473,-0.05444162
2474,-0.046036363
2475,-0.03385966
2476,-0.062002175
2477,-0.054298006
2478,0.026152005
2479,-0.058880806
2480,-0.08157743
2481,0.011512609
2482,-0.007564883
2483,0.0021722193
2484,-0.023575252
2485,0.13465914
2486,-0.040685643
2487,0.0093741845
2488,-0.051390436
2489,-0.043590974
2490,0.17145862
2491,-0.028645994
2492,0.0029863068
2493,-0.029824069
2494,-0.01418002
2495,-0.03483252
2496,0.13656348
2497,-0.06986675
2498,-0.09107268
2499,-0.024880454
2500,-0.03961102
2501,0.18285356
2502,0.04805503
2503,0.11796494
